转债代码,市场,转债名称,最新价,涨跌额,涨跌幅,买入价,卖出价,昨收价,开盘价,最高价,最低价,成交量(股),成交额(元),成交时间
113681,沪市,镇洋转债,140.439,-0.554,-0.393,140.361,140.445,140.993,141.050,142.156,140.144,240010,33872166,15:00:01
118007,沪市,山石转债,144.74,2.112,1.481,144.730,144.868,142.628,141.710,144.980,140.606,235470,33789952,15:00:01
127069,深市,小熊转债,133.68,-0.629,-0.468,133.680,133.721,134.309,134.399,134.619,133.003,250950,33608213,15:00:00
127025,深市,冀东转债,105.04,0.05,0.048,105.022,105.040,104.990,104.987,105.088,104.909,313126,32875907,15:00:00
113584,沪市,家悦转债,109.828,-0.002,-0.002,109.816,109.828,109.830,109.802,109.830,109.785,294290,32313421,15:00:01
113679,沪市,芯能转债,133.525,-0.589,-0.439,133.530,133.537,134.114,134.021,134.673,132.862,235340,31450529,15:00:01
123260,深市,卓镁转债,155.75,-0.564,-0.361,155.518,155.750,156.314,156.160,157.200,154.300,193141,30158328,15:00:00
123080,深市,海波转债,140.1,1.999,1.447,140.001,140.100,138.101,138.102,140.687,137.503,210100,29282656,15:00:00
123189,深市,晓鸣转债,133.011,-0.738,-0.552,133.011,133.170,133.749,133.594,133.889,132.410,216957,28912107,15:00:00
127098,深市,欧晶转债,126.921,-0.31,-0.244,126.680,126.851,127.231,127.288,128.085,126.546,225734,28755058,15:00:00
123088,深市,威唐转债,132.788,-0.133,-0.1,132.750,132.788,132.921,133.000,133.759,132.000,213940,28468654,15:00:00
123199,深市,山河转债,139.1,-0.699,-0.5,139.100,139.198,139.799,139.800,140.495,138.488,203290,28342156,15:00:00
111014,沪市,李子转债,125.291,-0.649,-0.515,125.230,125.400,125.940,125.810,126.167,125.001,223200,27991128,15:00:00
127059,深市,永东转2,131.698,-0.287,-0.217,131.600,131.760,131.985,131.985,132.250,130.809,212160,27917336,15:00:00
113647,沪市,禾丰转债,122.21,-0.291,-0.238,122.165,122.287,122.501,122.300,123.012,121.882,227450,27843686,15:00:01
123112,深市,万讯转债,136.277,-0.193,-0.141,136.100,136.277,136.470,137.016,137.016,135.676,198521,27048073,15:00:00
113625,沪市,江山转债,125.908,-0.834,-0.658,125.909,125.951,126.742,129.000,129.000,125.526,214110,26990008,15:00:00
123196,深市,正元转02,129.884,-0.011,-0.008,129.883,129.884,129.895,129.885,130.358,129.180,204943,26598679,15:00:00
127068,深市,顺博转债,125.968,-0.463,-0.366,126.111,126.180,126.431,126.570,127.400,125.560,210414,26583726,15:00:00
113636,沪市,甬金转债,129.134,-0.122,-0.094,128.964,129.148,129.256,129.398,129.980,128.433,198810,25715025,15:00:01
123065,深市,宝莱转债,123.217,0.968,0.792,123.028,123.217,122.249,122.470,123.761,121.802,206530,25388476,15:00:00
123154,深市,火星转债,126.389,-0.013,-0.01,126.265,126.481,126.402,126.031,126.590,125.840,199450,25193276,15:00:00
123262,深市,神宇转债,144.6,0.6,0.417,144.365,144.600,144.000,144.300,145.553,143.397,173545,25137139,15:00:00
118015,沪市,芯海转债,132.58,-0.751,-0.563,132.552,132.700,133.331,133.500,134.340,132.433,188180,25089934,15:00:01
113670,沪市,金23转债,125.219,-0.145,-0.116,125.188,125.363,125.364,125.020,125.946,124.923,199900,25077238,15:00:00
118005,沪市,天奈转债,127.587,-0.133,-0.104,127.619,127.758,127.720,127.720,128.900,127.322,193310,24742300,15:00:01
111003,沪市,聚合转债,143.482,0.33,0.231,143.409,143.565,143.152,142.600,144.393,142.121,170800,24509407,15:00:01
113627,沪市,太平转债,119.329,-0.712,-0.593,119.193,119.333,120.041,120.041,120.198,118.900,200220,23927557,15:00:00
123175,深市,百畅转债,119.831,0.287,0.24,119.831,119.833,119.544,119.720,120.000,118.790,198868,23785941,15:00:00
113633,沪市,科沃转债,123.444,0.295,0.24,123.421,123.474,123.149,123.139,123.766,122.864,188750,23278226,15:00:01
118020,沪市,芳源转债,124.419,-0.428,-0.343,124.330,124.347,124.847,124.597,125.854,124.011,185110,23107552,15:00:00
123144,深市,裕兴转债,126.9,0.0,0.0,126.800,126.900,126.900,127.177,127.208,125.931,176422,22355767,15:00:00
127104,深市,姚记转债,147.746,0.38,0.258,147.746,147.789,147.366,147.200,148.300,146.700,150270,22195241,15:00:00
123261,深市,普联转债,155.55,0.55,0.355,155.312,155.550,155.000,155.000,156.799,154.180,139995,21748942,15:00:00
123179,深市,立高转债,123.135,0.435,0.355,122.946,123.045,122.700,122.686,123.543,122.150,176080,21668026,15:00:00
123168,深市,惠云转债,132.034,-0.105,-0.079,131.941,132.034,132.139,132.500,132.990,131.492,162740,21509205,15:00:00
113638,沪市,台21转债,126.201,-0.951,-0.748,126.191,126.339,127.152,127.292,127.292,125.923,167360,21172072,15:00:00
123192,深市,科思转债,133.338,-0.517,-0.386,133.245,133.338,133.855,133.873,134.262,133.000,154070,20577730,15:00:00
118032,沪市,建龙转债,126.733,-0.492,-0.387,126.700,126.771,127.225,127.145,127.720,126.519,152060,19321310,15:00:01
127060,深市,湘佳转债,123.09,-0.362,-0.293,123.029,123.100,123.452,123.400,123.588,122.500,157000,19316337,15:00:00
128135,深市,洽洽转债,114.43,-0.039,-0.034,114.426,114.430,114.469,114.468,114.485,114.401,167550,19175024,15:00:00
123151,深市,康医转债,122.48,-0.112,-0.091,122.300,122.480,122.592,122.577,122.657,122.000,153210,18729993,15:00:00
113700,沪市,海天转债,136.017,-0.06,-0.044,136.000,136.087,136.077,136.000,136.599,135.557,133820,18191685,15:00:01
113634,沪市,珀莱转债,125.929,-0.327,-0.259,125.905,126.016,126.256,126.290,126.595,125.719,141640,17869459,15:00:01
127062,深市,垒知转债,129.039,-0.627,-0.484,128.950,129.039,129.666,129.666,129.887,128.440,136230,17607188,15:00:00
123220,深市,易瑞转债,135.176,0.26,0.193,135.113,135.177,134.916,135.130,135.850,134.401,128640,17375018,15:00:00
123090,深市,三诺转债,114.329,-0.225,-0.196,114.329,114.330,114.554,114.554,114.876,114.028,144139,16489700,15:00:00
123214,深市,东宝转债,133.291,-0.508,-0.38,133.201,133.291,133.799,133.531,134.331,132.711,117404,15645076,15:00:00
113660,沪市,寿22转债,126.084,-0.055,-0.044,125.904,126.075,126.139,125.701,127.000,125.382,123120,15561789,15:00:01
128124,深市,科华转债,105.728,-0.037,-0.035,105.728,105.761,105.765,105.800,105.855,105.728,145227,15363930,15:00:00
118010,沪市,洁特转债,123.421,0.698,0.569,123.421,123.539,122.723,122.700,123.674,122.280,121180,14920423,14:59:59
118067,沪市,上26转债,146.062,0.359,0.246,146.010,146.094,145.703,145.596,147.007,145.502,99270,14528793,15:00:00
123250,深市,嘉益转债,128.15,-0.338,-0.263,128.150,128.232,128.488,128.487,130.900,127.927,101668,13074473,15:00:00
113610,沪市,灵康转债,121.771,1.145,0.949,121.626,121.771,120.626,120.900,122.083,120.203,107360,13014862,15:00:01
127017,深市,万青转债,112.879,0.008,0.007,112.879,112.880,112.871,112.834,112.903,112.800,109319,12338203,15:00:00
113701,沪市,祥和转债,142.784,-0.155,-0.108,142.678,142.779,142.939,142.800,143.330,142.000,85320,12166126,15:00:00
127093,深市,章鼓转债,136.33,-0.099,-0.073,135.990,136.330,136.429,136.228,137.000,135.504,76180,10356016,15:00:00
123229,深市,艾录转债,135.141,-0.149,-0.11,135.141,135.197,135.290,135.250,135.996,134.600,67763,9171044,15:00:00
123223,深市,九典转02,136.58,-0.162,-0.118,136.545,136.580,136.742,136.736,137.038,136.153,51466,7031837,15:00:00
123072,深市,乐歌转债,124.515,-0.483,-0.386,124.401,124.515,124.998,125.057,125.057,124.250,48590,6056624,15:00:00
128044,深市,岭南转债,0.0,0.0,0.0,0.000,0.000,71.372,0.000,0.000,0.000,0,0,15:00:00
128100,深市,搜特转债,0.0,0.0,0.0,0.000,0.000,18.002,0.000,0.000,0.000,0,0,15:00:03
128085,深市,鸿达转债,0.0,0.0,0.0,0.000,0.000,42.120,0.000,0.000,0.000,0,0,15:00:00
128114,深市,正邦转债,0.0,0.0,0.0,0.000,0.000,84.813,0.000,0.000,0.000,0,0,15:00:00
113575,沪市,东时转债,81.438,0.0,0.0,0.000,0.000,81.438,0.000,0.000,0.000,0,0,16:19:31
127033,深市,中装转2,0.0,0.0,0.0,0.000,0.000,89.726,0.000,0.000,0.000,0,0,15:00:00
110815,沪市,九丰定01,0.0,0.0,0.0,0.000,0.000,100.000,0.000,0.000,0.000,0,0,09:00:00
110809,沪市,天业定01,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0,0,09:00:00
110811,沪市,神马定01,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0,0,09:00:00
110805,沪市,中闽定01,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0,0,09:00:00
110807,沪市,动力定01,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0,0,09:00:00
110072,沪市,广汇转债,44.267,0.0,0.0,0.000,0.000,44.267,0.000,0.000,0.000,0,0,09:00:00
128141,深市,旺能转债,0.0,0.0,0.0,0.000,0.000,156.688,0.000,0.000,0.000,0,0,15:00:00
